temp_coor
"(48.477473, -81.330414)"
""
""
""
""
""
""
""
""
"(12.2431693, 109.1898675)"
""
"(59.3251172, 18.0710935)"
""
"(-13.83077365, -172.00829609835512)"
""
"(28.558814, 77.2734146)"
""
""
"(41.4996574, -81.6936772)"
""
""
""
""
"(41.0508886, -72.94798981548601)"
""
""
"(-2.9814344, 23.8222636)"
"(47.3744489, 8.5410422)"
"(46.4978958, 9.8392428)"
""
""
"(36.9902621, -112.97577)"
"(55.0282171, 82.9234509)"
"(33.5950627, -7.6187768)"
"(47.8507859, 35.1182867)"
"(14.5948914, 120.9782618)"
"(44.0015511, 11.9045338)"
""
""
""
"(2.0349312, 45.3419183)"
"(8.2281556, 124.2411508)"
"(45.552789, -84.783936)"
""
""
"(33.892176, -84.2988296)"
"(32.896672, 13.1777923)"
"(11.5895171, 122.7500577)"
""
""
""
"(43.6534817, -79.3839347)"
"(40.0, -40.0)"
"(35.6828387, 139.7594549)"
"(36.098267750000005, -115.16411744999999)"
"(33.6938118, 73.0651511)"
""
"(25.0375198, 121.5636796)"
""
""
"(51.54499055, 3.6899884664233786)"
"(48.68626, 33.922)"
""
""
"(40.7127281, -74.0060152)"
""
"(16.0760187, 108.2218966)"
""
"(25.02778, 121.4689366)"
"(40.8728411, -78.724196)"
""
"(40.0301105, -74.6201691)"
"(16.2408636, -61.5334077)"
""
""
"(61.2163129, -149.894852)"
""
"(23.7644025, 90.389015)"
"(28.6517178, 77.2219388)"
""
"(18.34290815, -64.91889970060265)"
""
"(36.6981025, 3.0951001)"
""
"(32.6859736, 13.1764996)"
"(40.518157, -74.4113926)"
"(47.3744489, 8.5410422)"
""
""
""
""
"(8.5816963, -71.1658075)"
""
""
"(26.1805978, 91.753943)"
"(34.065846, -117.6484304)"
""
"(14.8645114, 120.490254)"
"(42.9956397, -71.4547891)"
"(14.6222328, -90.5185188)"
""
"(-33.4377756, -70.6504502)"
"(37.270973, -79.9414313)"
"(34.140122250000005, -117.98066710708025)"
"(41.3082138, -72.9250518)"
"(30.0, -170.0)"
""
"(40.100569, -123.796139)"
"(43.4519831, 142.8197834)"
""
"(14.5948914, 120.9782618)"
"(52.28979145, 104.29383235)"
""
""
"(37.7790262, -122.419906)"
""
"(44.310545, -69.7792759)"
"(55.6823976, 12.4836806)"
""
""
""
"(50.4507554, 30.5156729)"
"(42.18, 23.58535)"
"(-9.0659556, -68.6571058)"
""
"(55.7504461, 37.6174943)"
"(36.9902621, -112.97577)"
"(2.1131213, -74.7697347)"
"(40.6938609, -89.5891008)"
""
"(40.726519, -75.3934911)"
""
""
""
""
""
"(51.530018, 46.034683)"
"(35.7803977, -78.6390989)"
""
"(9.8415861, 77.3849422)"
"(42.6977028, 23.3217359)"
""
""
""
""
""
""
""
"(20.5533518, 102.6061996)"
""
""
"(41.7807041, -72.6923422)"
""
""
""
""
"(40.7127281, -74.0060152)"
"(9.0107934, 38.7612525)"
""
""
""
""
"(8.0018709, -66.1109318)"
""
"(54.9417552, 20.1550863)"
""
"(-12.3506867, 13.5464318)"
""
"(-7.6307956, -72.6703869)"
"(29.4066079, -90.7005025)"
"(32.89651945, -97.0465220537124)"
""
"(-33.4377756, -70.6504502)"
""
"(28.558814, 77.2734146)"
""
""
"(18.011564, -66.613958)"
"(44.2613967, -88.4069744)"
"(37.7790262, -122.419906)"
""
""
""
"(39.591337, 19.859618918733858)"
"(4.1315113, -73.6206667)"
"(28.558814, 77.2734146)"
""
""
""
"(10.6268452, -63.1794655)"
"(-5.522593049999999, 142.08709052245882)"
""
""
"(-14.8349438, -64.9044936)"
"(12.610368, 37.466766)"
""
"(38.5810606, -121.493895)"
""
""
"(10.6314754, 104.132637)"
""
""
""
"(37.9859938, 23.7357995)"
"(-19.48577845, 169.33450144830016)"
""
"(40.917126, 16.254774)"
""
""
"(36.8100425, -87.1541675)"
"(55.758285650000005, 37.60436886144644)"
"(28.2935785, -16.621447121144122)"
"(33.5992665, 73.0487505)"
"(41.7854316, -87.75084869357148)"
"(41.8755616, -87.6244212)"
""
"(61.3335056, 12.074025)"
"(25.3870275, -80.88026316596292)"
"(18.465299, -66.116666)"
"(53.5462055, -113.491241)"
""
"(58.5951603, 56.3159546)"
"(11.8948389, 8.5364136)"
""
"(35.22789255, 33.32274106211046)"
""
"(29.6993748, -91.20677)"
"(8.8265094, -82.4456064)"
""
"(59.9372321, 30.2046418)"
"(50.4049863, 80.2491787)"
""
"(55.7626272, 37.6111323)"
""
"(17.360589, 78.4740613)"
""
""
""
"(34.75, 67.25)"
""
""
"(11.1942275, 105.7973275083619)"
""
"(28.558814, 77.2734146)"
"(-2.5295265, -44.2963942)"
"(49.0323168, 2.4733628)"
"(-22.9110137, -43.2093727)"
""
"(31.9515694, 35.9239625)"
""
""
"(48.748477050000005, 2.35572229362018)"
""
"(38.6319657, -90.2428756)"
"(21.304547, -157.855676)"
"(42.36317665, -71.01364006269452)"
""
"(-27.483157, -59.0045549)"
""
"(5.3356662, -72.3936931)"
"(4.6534649, -74.0836453)"
""
""
"(55.0609607, -162.3184061)"
""
"(31.7606732, -93.0860209)"
"(36.4250721, -93.9293655)"
"(-4.292912, -55.960461)"
""
"(63.5515028, 154.014726)"
""
"(-22.81690235, -43.127220112581526)"
"(4.1315113, -73.6206667)"
"(42.3554334, -71.060511)"
""
""
"(55.7626272, 37.6111323)"
""
"(41.8933203, 12.4829321)"
""
""
"(49.8459721, 24.0308425)"
"(-29.861825, 31.009909)"
""
"(40.3267407, -78.9219698)"
"(-16.3111834, -67.9093054)"
"(48.4421438, 22.7185112)"
""
"(-16.4955455, -68.1336229)"
""
"(38.4224548, 27.1310699)"
"(-14.2754786, -170.7048298)"
"(23.80569015, -166.2296420354728)"
""
"(39.2908816, -76.610759)"
"(-15.4100326, -65.3564919)"
""
"(21.0294498, 105.8544441)"
"(37.363679, -118.39524)"
"(35.6892523, 51.3896004)"
"(-21.16636, 27.502515)"
"(-8.5424459, 115.12612131262217)"
""
"(29.299328, -94.7945882)"
"(-1.33191575, -78.26252853850661)"
"(49.453872, 11.077298)"
"(39.7990175, -89.6439575)"
"(50.4507554, 30.5156729)"
"(62.8030269, -92.0868012)"
"(1.1312131, -77.9028904)"
""
"(69.3669444, -152.1441667)"
"(4.6534649, -74.0836453)"
""
""
""
"(3.4517923, -76.5324943)"
"(11.0205596, -63.90739842745219)"
""
""
""
"(35.17816175, -80.88379501931058)"
""
"(13.4141838, 121.1801578)"
""
"(37.2695661, -107.010816)"
""
"(14.5948914, 120.9782618)"
"(-1.2946974, 36.8060237)"
"(6.864163, 37.762762)"
"(41.3828939, 2.1774322)"
""
""
"(56.6370122, 104.719221)"
""
""
""
"(39.7675529, 64.4231326)"
"(9.7422774, -63.1888854)"
"(45.6771866, 23.9918417)"
"(17.22081485, -89.61701648617823)"
""
""
"(33.9708782, -118.030839)"
""
"(20.4151514, 104.047364)"
"(41.0091982, 28.9662187)"
"(18.4801972, -69.942111)"
"(29.7589382, -95.3676974)"
"(14.5948914, 120.9782618)"
"(35.48864435, 24.1521731256341)"
"(64.837845, -147.716675)"
"(6.2443382, -75.573553)"
"(-23.533227750000002, -46.66720799209275)"
""
""
"(13.0161778, 24.8516253)"
""
""
"(47.5997653, -122.3178152)"
""
"(14.5948914, 120.9782618)"
"(-26.28294615, -48.90097571327661)"
"(40.642947899999996, -73.7793733748521)"
"(41.6529143, -83.5378173)"
"(4.6534649, -74.0836453)"
""
"(25.0375198, 121.5636796)"
""
""
"(39.7392364, -104.984862)"
"(54.443378, 113.590469)"
""
""
""
""
"(11.6099428, 37.3776192)"
"(-2.9700595, 104.7397568)"
"(33.90026325, 35.48464639072581)"
"(10.9810761, -74.7988827)"
"(58.5209862, 31.2757862)"
"(-16.877789200000002, 145.75154952736838)"
""
""
"(24.4870296, -89.5363207573838)"
""
"(14.5451989, -90.7341957)"
""
"(42.6977028, 23.3217359)"
""
"(51.840052299999996, -0.09785519224523963)"
"(39.9172094, -105.5011084)"
""
"(61.2163129, -149.894852)"
"(55.7504461, 37.6174943)"
"(10.288094300000001, 123.97229133429869)"
""
""
"(31.3135175, 121.4857295)"
"(-27.0922364, -52.6166878)"
""
"(34.1866193, -118.4486675)"
"(56.6370122, 104.719221)"
"(17.7289564, -64.75901597858353)"
"(45.7973912, 24.1519202)"
""
""
"(59.3176195, -155.87086493671606)"
""
"(55.3430696, -131.6466819)"
"(-38.3695057, -69.832275)"
"(24.4870296, -89.5363207573838)"
"(18.34290815, -64.91889970060265)"
""
""
""
""
""
"(13.4727446, 144.75201822544284)"
"(5.9771524, 116.0864098)"
"(0.0611715, 32.4698564)"
""
""
""
""
""
"(10.7758439, 106.7017555)"
""
"(58.1258333, -134.7530556)"
"(38.7669312, -27.1031772)"
""
""
""
""
"(-1.30325275, 36.826367685558694)"
""
"(-17.333333, -61.5)"
"(19.0392488, 72.9393322)"
""
"(-3.3187496, 114.5925828)"
"(35.2698375, -75.52139777222223)"
"(40.3007259, 21.7883119)"
"(55.7504461, 37.6174943)"
"(39.1765386, -74.8012119)"
"(56.7810026, 105.7460255)"
"(50.4507554, 30.5156729)"
""
""
""
""
"(61.2163129, -149.894852)"
""
"(54.5172715, -128.599548)"
"(59.3834721, 17.8540246)"
"(44.933143, 7.540121)"
"(48.1516988, 17.1093063)"
"(44.2107377, 43.134969)"
""
""
""
"(13.524834, 2.109823)"
"(28.2935785, -16.621447121144122)"
""
""
"(33.9231621, -83.9162929)"
""
""
"(14.6222328, -90.5185188)"
""
""
""
"(40.7127281, -74.0060152)"
"(23.135305, -82.3589631)"
"(-5.805398, -35.2080905)"
"(-31.439990350000002, -57.986808338166256)"
""
"(38.6319657, -90.2428756)"
""
""
"(56.6015917, 115.4158334)"
"(7.6756152, 36.8478779)"
""
""
"(34.1591324, -118.5016166)"
"(9.9325427, -84.0795782)"
"(19.6472213, -155.9966428)"
"(22.52854795, 114.125862700406)"
""
"(60.0321758, -153.091521)"
""
"(59.572734499999996, -139.57831243878087)"
""
"(44.4361414, 26.1027202)"
"(3.1516964, 101.6942371)"
""
"(12.86924, 121.13448510643856)"
"(16.6835469, -92.61551841991157)"
"(41.8933203, 12.4829321)"
""
""
""
""
""
""
""
"(28.9209147, -13.6704952)"
"(37.9747645, -87.5558483)"
""
""
"(18.1215622, -65.45746403129988)"
""
"(-2.8974072, -79.0041726)"
""
""
"(-6.6567654, -69.866161)"
""
"(46.2804298, -119.275205)"
"(49.5107477, -115.7672772)"
"(34.595887, -120.139071)"
"(33.94216754999999, -118.42139298414197)"
"(11.8948389, 8.5364136)"
""
""
"(33.90847205, -117.49864254058592)"
""
"(29.4150457, -95.1137941)"
"(18.34290815, -64.91889970060265)"
""
"(4.6534649, -74.0836453)"
"(30.421309, -87.2169149)"
"(54.404776, 32.4407898)"
"(47.5614705, -52.7126162)"
""
"(43.6534817, -79.3839347)"
""
""
"(36.1672559, -115.148516)"
"(9.5170602, -13.6998434)"
"(49.2903749, -123.1292813)"
""
"(56.4706022, -132.3829431)"
""
"(60.7730556, -148.6838889)"
"(14.4998222, 120.9914871)"
"(32.7174202, -117.1627728)"
""
"(20.8596456, 95.1464966)"
"(-33.4377756, -70.6504502)"
"(56.839104, 60.60825)"
"(60.5544444, -151.258333)"
""
""
""
"(7.1433611, 79.8695683)"
""
""
""
"(55.2080556, -132.826666)"
""
"(44.7648702, 9.1733419)"
"(17.360589, 78.4740613)"
""
"(45.5202471, -122.674194)"
"(57.099061, 93.3343983)"
"(31.385726, -2.011595847987405)"
"(44.3513062, 2.5727883)"
""
""
""
"(39.2806451, -80.3445341)"
""
""
"(30.3674198, -89.0928155)"
""
"(39.906217, 116.3912757)"
""
"(55.758285650000005, 37.60436886144644)"
"(-8.8272699, 13.2439512)"
""
""
"(40.735657, -74.1723667)"
""
"(70.1831824, -146.8563082)"
"(41.9827509, -87.8434302)"
""
"(44.1036988, -69.1075562)"
""
"(41.6534847, -70.2823732)"
""
"(-16.625798500000002, 178.477432975)"
"(61.2163129, -149.894852)"
"(33.8959203, 35.47843)"
"(17.7289564, -64.75901597858353)"
""
"(40.7985464, -81.3749508)"
""
"(8.86801065, 76.67380151512066)"
""
""
""
""
"(25.0560118, 121.5484102)"
""
""
""
"(37.1641544, -120.7678602)"
"(49.501606249999995, -123.76048158456592)"
"(37.9839412, 23.7283052)"
"(39.0836224, -84.508371)"
"(60.7145488, 114.9172123)"
"(19.4326296, -99.1331785)"
"(41.8909589, -87.6355657)"
"(60.0391461, 43.1215213)"
"(40.6966132, -111.967438)"
""
""
"(12.537597850000001, -81.72041550499901)"
"(68.7427218, 161.33244351843064)"
"(-14.720714, -68.42004346184744)"
""
""
"(39.9207886, 32.8540482)"
"(-9.1951517, 147.6227468)"
"(19.1399952, -72.3570972)"
""
"(66.8880556, -157.1363889)"
""
""
"(20.8596456, 95.1464966)"
"(20.3477869, -74.4968647)"
"(29.2504529, -90.2108072)"
"(-33.8698439, 151.2082848)"
""
"(14.5948914, 120.9782618)"
""
""
"(29.7589382, -95.3676974)"
""
"(-27.5973002, -48.5496098)"
"(63.3233807, 97.0979974)"
""
"(28.2935785, -16.621447121144122)"
"(13.9202243, 100.6012091)"
""
""
""
"(41.5595723, -98.9805484)"
""
""
""
"(29.5957696, -90.7195348)"
"(20.9127045, -17.0503094)"
"(24.638916, 46.7160104)"
"(-6.30446025, 106.82253835)"
""
"(6.503312, -74.3521799)"
"(26.5331996, -78.6952236)"
"(-2.9493766, 25.9184499)"
""
""
""
""
"(37.5666791, 126.9782914)"
"(6.29437795, -75.54975026592507)"
"(31.4227654, -103.4977375)"
"(-6.8160837, 39.2803583)"
""
"(25.3336984, 51.2295295)"
""
"(47.6571934, -117.42351)"
"(59.9372321, 30.2046418)"
"(41.0339862, -73.7629097)"
"(33.34221, -118.3272612)"
"(-1.45056, -48.4682453)"
""
""
""
"(54.4710926, 17.1160575)"
"(-17.7338959, -63.18711160342329)"
"(39.1014537, -84.5124602)"
"(40.3977612, -105.0749801)"
"(0.5262455, 101.4515727)"
"(67.654907, 134.635071)"
""
"(-34.8629805, -57.3279806)"
""
""
""
"(30.0443879, 31.2357257)"
"(53.4107168, 109.0311228)"
"(52.6600671, -1.3863515)"
"(40.1788672, 44.5145375)"
"(2.0349312, 45.3419183)"
"(-18.9249604, 46.4416422)"
"(1.5370737, -70.2054609)"
"(28.5000001, -106.0000001)"
""
""
"(-32.5676652, -64.3923539)"
"(53.7403584, 127.2716246)"
"(5.7812701, -73.1176532)"
"(52.3287909, 35.376691)"
"(36.2448129, -115.05680757664634)"
""
"(35.6892523, 51.3896004)"
"(42.8501191, -106.325138)"
"(51.66277225, 4.525592262905145)"
"(47.582996, 12.1692134)"
"(18.34290815, -64.91889970060265)"
"(5.4758083, 10.4215565)"
""
"(69.3498394, 88.200517)"
"(26.4623007, 87.281617)"
"(13.90904385, -60.97792414113452)"
""
"(21.304547, -157.855676)"
"(4.5845101, 114.1932373)"
""
""
"(38.9074322, -77.0350922)"
""
"(42.36317665, -71.01364006269452)"
"(44.1767161, 28.6507598)"
""
"(33.22500445, 126.65511446014719)"
"(34.0994791, 74.8145986)"
""
"(35.6828387, 139.7594549)"
"(10.690556, -72.880278)"
"(41.8239891, -71.4128343)"
"(71.0389923, 27.8517589)"
""
"(28.810823, -81.8778582)"
"(-5.24672045, 105.18205915548504)"
""
""
""
""
"(9.8762687, 102.06908954566451)"
""
"(35.270085, -91.6398575)"
"(-45.0, -15.0)"
"(-10.3333333, -53.2)"
""
""
""
"(-21.7373768, -48.6880522)"
"(19.0785451, 72.878176)"
"(-7.2561523, 108.0760925)"
""
""
"(55.758285650000005, 37.60436886144644)"
"(29.9942265, -90.2417806)"
"(6.0536561, 121.0002644)"
"(34.4826899, -118.6307097)"
"(-0.703107, -120.9375)"
"(21.436094750000002, 93.35805266634624)"
""
""
""
"(-9.9765362, -67.8220778)"
""
"(36.7010551, -4.6965495)"
"(49.6112768, 6.129799)"
"(24.8788242, 121.8343492)"
"(-14.9195617, 13.4897509)"
"(4.33002875, -73.84979608261497)"
"(34.139185499999996, -118.21715788196887)"
"(-29.902631, -71.2520253)"
""
"(47.2213858, 39.7114196)"
"(23.1301964, 113.2592945)"
"(46.3580221, -94.2008288)"
"(42.3315509, -83.0466403)"
"(39.9207886, 32.8540482)"
"(35.0525759, -78.878292)"
""
""
"(10.0774374, -69.3222293)"
"(40.735657, -74.1723667)"
"(66.6023978, -160.0113003)"
""
"(47.3079286, 39.6433401)"
""
"(34.1664995, 132.2191163)"
"(-2.1900563, -79.8868741)"
"(30.3321838, -81.655651)"
""
""
"(56.318218, 160.842178)"
"(-6.8447008, 110.8339058)"
""
""
""
"(22.050466550000003, -159.55876775017003)"
""
"(36.1672559, -115.148516)"
"(11.7614835, -12.0118889)"
""
""
"(50.6323125, -96.9881076)"
"(36.0965604, -112.0984941)"
""
""
""
"(25.238704, 110.1750728)"
""
""
"(-21.207992, -50.4390225)"
""
"(38.0803286, -89.3820321)"
"(40.1784423, -74.89305746907641)"
"(-14.9195617, 13.4897509)"
""
"(40.4948384, -3.5740806206811313)"
""
""
"(6.29437795, -75.54975026592507)"
""
"(64.902481, 45.767242)"
"(31.9515694, 35.9239625)"
"(61.945927, 76.673714)"
"(38.6319657, -90.2428756)"
"(42.6977028, 23.3217359)"
"(-17.401245799999998, -66.16756808852)"
"(56.866557, 53.2094166)"
"(39.4667025, -87.4139119)"
""
""
"(40.642947899999996, -73.7793733748521)"
"(10.9810761, -74.7988827)"
"(-14.8582125, -66.7474736)"
""
""
""
"(-5.5269279, -47.478115)"
""
"(39.8445959, -79.6198732)"
"(41.9281305, -72.643631)"
"(39.83459155, -74.08782446753511)"
""
""
""
"(-14.2419069, -169.46468758842235)"
"(18.1215622, -65.45746403129988)"
"(26.2452915, 68.4040229)"
"(23.7644025, 90.389015)"
"(35.1888448, -89.79089066807877)"
""
"(35.3540209, -120.3757163)"
"(4.0429408, 9.706203)"
""
""
""
"(50.678792900000005, 17.929884436033525)"
"(-0.2201641, -78.5123274)"
""
"(65.1851519, -123.420944)"
""
"(53.333333, -60.416667)"
"(34.531964, 69.2022711)"
"(6.9566604, 125.3177318)"
"(-6.4947245, -77.5236429)"
""
"(30.3321838, -81.655651)"
""
""
""
"(-16.4446393, -67.7952933)"
"(39.1134562, -94.626497)"
"(36.6507007, 117.1140042)"
"(23.135305, -82.3589631)"
"(36.3644667, -105.7652927)"
"(39.5261206, -119.8126581)"
""
""
""
""
"(60.4847228, -151.065349)"
""
""
"(16.7719091, -3.0087272)"
""
"(31.2012636, -97.70842502110759)"
""
"(-25.1076701, -64.3494964)"
"(7.7778464, 98.2896952)"
"(32.3140354, -106.779807)"
"(-15.2740541, -63.0110171)"
"(65.5756356, -37.1869257)"
""
""
"(10.395075, -71.4414049)"
"(36.1622767, -86.7742984)"
"(37.9839412, 23.7283052)"
"(-11.2535587, -57.5080072)"
""
""
"(-4.2129211, -69.9425963)"
"(32.89651945, -97.0465220537124)"
""
"(5.5783766, 95.3287785)"
"(12.833333, 44.916667)"
"(53.4794892, -2.2451148)"
"(44.0978509, -70.2311655)"
"(39.1087605, -121.35668977731362)"
""
"(43.0349931, -87.922497)"
"(33.7680065, 66.2385139)"
""
"(33.3245628, -84.0357465)"
"(-14.8567487, -40.8414804)"
""
""
""
"(40.5434007, -79.1622566)"
"(27.3097462, 97.4173317)"
"(31.2237434, -85.3933906)"
""
"(35.859653, 14.4892913)"
""
"(48.9592291, -54.6187879)"
""
"(33.5087256, -94.616319)"
""
"(43.8728443, -93.3010744)"
"(-23.5506507, -46.6333824)"
"(32.40031845, -106.69139630112088)"
"(-4.4283572, 26.6700323)"
""
""
"(45.0176181, -83.6670019)"
""
"(53.333333, -60.416667)"
""
"(4.3907153, 18.5509126)"
""
"(19.89014525, -100.45327318434053)"
"(37.9263357, 23.7560061)"
""
""
"(13.6989939, -89.1914249)"
"(25.02778, 121.4689366)"
"(6.9387469, 79.8541134)"
"(11.8145966, 42.8453061)"
"(-18.779148749999997, 46.71217161656727)"
""
"(55.61721955, -6.145144112286337)"
"(36.0965604, -112.0984941)"
""
"(-25.966213, 32.56745)"
""
""
"(9.52589675, 31.658777713714485)"
"(33.4254259, -94.0430937)"
"(33.8644291, -118.0539323)"
"(24.8546842, 67.0207055)"
"(36.8657651, -87.4889532)"
""
"(1.4900578, 124.8408708)"
"(29.4246002, -98.4951405)"
""
"(29.6060218, 52.5378041)"
""
"(55.4454258, 78.3222294)"
"(40.7830439, -73.9527658)"
"(33.98994845, 71.47700475090954)"
""
""
""
""
""
"(36.5944996, 102.8122017)"
"(30.916667, 41.5)"
""
""
"(5.320357, -4.016107)"
""
"(40.7596198, -111.8867975)"
"(41.3123363, 69.2787079)"
""
""
"(42.3315509, -83.0466403)"
"(43.3871325, 80.3490221)"
"(47.6571934, -117.42351)"
""
""
"(3.5631032, 98.6746643222748)"
"(39.1134562, -94.626497)"
"(34.2257282, -77.9447107)"
"(9.52589675, 31.658777713714485)"
"(18.2011161, -67.1391124)"
"(52.2337172, 21.071432235636493)"
"(51.4648142, -90.1925284)"
"(-17.333333, -61.5)"
""
"(-3.9746136, 137.6404363)"
"(33.4014634, 69.8912294)"
""
""
"(20.7187712, 96.8269218)"
""
""
"(46.2017559, 6.1466014)"
"(19.4326296, -99.1331785)"
"(-22.4623917, -68.9272181)"
"(42.2222614, -83.3965995)"
""
"(-4.5658733, -50.2776717)"
"(36.8707187, 68.7563528)"
"(25.702096, 32.647186)"
"(8.4806394, -73.3667919)"
""
""
"(50.550877, 137.020782)"
"(39.7683331, -86.1583502)"
""
"(39.7392364, -104.984862)"
"(59.6440876, -151.5401477)"
""
""
""
"(35.3540209, -120.3757163)"
"(-12.066430100000002, -76.96862914898367)"
"(8.3045973, 124.2762167)"
""
"(44.841225, -0.5800364)"
"(29.3868408, -91.3835185)"
"(-0.703107, -120.9375)"
"(38.4224548, 27.1310699)"
"(32.4162803, -114.7838446)"
""
""
"(37.2255593, -107.5981123)"
"(22.6562977, 121.49089601107625)"
""
"(8.559559, -81.1308434)"
""
"(35.7882893, -78.7812081)"
"(61.254032, 73.3964)"
""
""
""
""
""
"(30.0443879, 31.2357257)"
""
""
""
""
""
"(20.802956799999997, -156.31068331602177)"
""
"(29.9759983, -90.0782127)"
"(10.6829286, -83.6660014)"
"(52.3744779, 9.7385532)"
"(-27.4035083, -55.949711812781445)"
"(-1.2859425, 36.8204653)"
"(47.7286566, 7.4164754)"
""
"(10.9810761, -74.7988827)"
"(29.3791112, -90.2600787)"
""
"(42.6977028, 23.3217359)"
"(46.1861683, 34.81674099649899)"
"(29.394644, 71.6638747)"
"(56.6370122, 104.719221)"
"(20.9670759, -89.6237402)"
"(22.323467299999997, 114.21406755240673)"
"(32.7762719, -96.7968559)"
"(25.6046501, -107.5991106)"
"(13.7524938, 100.4935089)"
"(0.12658025, -76.75762058025173)"
"(11.5949663, 37.3882251)"
""
"(-22.8384835, -42.1031604)"
""
"(36.0885338, 111.512998)"
""
"(41.8933203, 12.4829321)"
"(23.16040095, 72.542511078472)"
"(26.1805978, 91.753943)"
"(-15.4932314, -70.1356177)"
""
"(62.731342, 22.5797719)"
"(46.3396952, 2.6072057)"
""
"(58.596329, 99.182915)"
"(25.2311431, -11.5810134)"
"(33.7680065, 66.2385139)"
""
""
"(55.1274321, -3.3542699)"
"(52.68491375, -1.1847653085946246)"
""
"(16.7967129, 96.1609916)"
"(43.2961743, 5.3699525)"
"(36.9725989, -25.10263361635285)"
"(3.1134258, 101.6824948)"
"(21.304547, -157.855676)"
""
"(-12.0621065, -77.0365256)"
"(49.785698, -92.835846)"
"(40.4258686, -86.9080655)"
""
"(36.0189315, 129.3429384)"
"(-23.4428948, -46.5243855)"
"(44.9185137, 5.1844674)"
""
"(10.99773435, -74.7911478441537)"
""
"(57.2632811, 16.4443478)"
""
""
"(4.669280049999999, -73.98777540219524)"
"(52.5170365, 13.3888599)"
"(31.0277779, 61.4948211)"
""
"(22.6203348, 120.3120375)"
"(3.8689867, 11.5213344)"
""
"(34.1652304, -84.7997613)"
"(39.1595439, -76.61515136556432)"
""
"(42.4966815, -96.4058782)"
""
"(14.5948914, 120.9782618)"
""
""
""
"(32.896672, 13.1777923)"
"(-36.852095, 174.7631803)"
"(37.72461615, 26.819291891109838)"
""
""
"(31.0254635, -89.0367166)"
"(13.7397107, 100.5112057)"
"(35.6320626, 75.0246402)"
""
"(23.1305703, -82.4020038)"
"(56.4788848, 9.564217580255377)"
"(36.7413624, -88.6352595)"
""
""
"(64.837845, -147.716675)"
"(40.7757145, -73.87336398511545)"
""
""
""
"(54.5172715, -128.599548)"
"(35.9525161, -112.14520362936864)"
"(45.3828, 35.7657)"
"(43.4935991, -81.0164111)"
"(32.7120883, -94.1212966)"
"(39.8726184, -74.2951444)"
"(-13.1424738, -74.0814568)"
""
"(47.3079286, 39.6433401)"
""
""
"(23.9723989, 121.61023409515339)"
""
"(6.328034, -10.797788)"
""
""
"(41.000028, 19.9999619)"
"(37.5666791, 126.9782914)"
"(4.6534649, -74.0836453)"
""
"(10.2456598, -66.8586608)"
"(41.18934655, -71.56780282769239)"
"(38.5392883, -76.748577)"
""
"(46.2306739, -119.0921)"
""
"(-44.67184, 167.9254592)"
"(-6.85835035, 109.69222094376842)"
""
"(12.1399231, -86.2741882)"
""
""
""
"(40.8823207, -73.5059562)"
"(48.82151365, 93.31448460843838)"
""
"(44.4761601, -73.212906)"
"(44.69282, -73.45562)"
""
"(-22.3218102, -49.0705863)"
"(12.9597604, 77.5292414)"
""
"(39.7392364, -104.984862)"
"(28.6811848, 77.50447206880165)"
""
"(14.4249905, -88.9660592)"
"(20.0214637, -75.8294928)"
"(34.5260109, 69.1776838)"
""
""
""
""
"(14.536268100000001, 120.99684635358483)"
""
"(51.5833084, -0.0796862)"
"(14.6222328, -90.5185188)"
"(16.753801, -93.115959)"
""
"(14.5948914, 120.9782618)"
"(14.5948914, 120.9782618)"
""
""
"(51.833333, -1.25)"
""
""
""
""
""
"(42.6727927, -88.5445447)"
""
"(64.3276089, -158.7254198)"
"(51.4904877, -56.9435792)"
""
"(54.9367736, 83.187139)"
""
"(35.3540209, -120.3757163)"
"(23.1301964, 113.2592945)"
"(28.45077, -80.52662)"
""
"(20.0214637, -75.8294928)"
""
"(6.29437795, -75.54975026592507)"
""
"(9.50139445, 99.99561927320003)"
"(44.272907399999994, 11.717918419933387)"
"(42.2222614, -83.3965995)"
"(-1.30325275, 36.826367685558694)"
""
""
"(-3.7109609, 102.52508604705358)"
""
"(33.94216754999999, -118.42139298414197)"
""
""
"(41.4996574, -81.6936772)"
"(-54.935761, -67.6061824)"
"(-11.8921052, 22.9001014)"
""
"(10.2274108, -69.4842128)"
"(32.7174202, -117.1627728)"
"(-9.535332, 16.9364293)"
"(28.0761026, 48.61357487036152)"
"(33.1860145, -116.2225685)"
"(42.0, 64.0)"
"(12.9597604, 77.5292414)"
"(56.929898249999994, -126.88685128790686)"
"(39.8573144, -77.6952703)"
"(31.1499528, -81.4914894)"
""
"(-1.9758004, 120.29488558399481)"
""
""
""
"(34.3239414, 47.0735891)"
""
""
"(-8.8272699, 13.2439512)"
""
""
""
"(5.3356662, -72.3936931)"
"(-5.2883902, -76.292099)"
"(33.5206824, -86.8024326)"
"(21.5810088, 39.1653612)"
""
"(-21.247552849999998, -159.77610904284523)"
""
"(24.7991162, 93.9364419)"
"(55.3430696, -131.6466819)"
"(44.0307442, -123.5853932)"
"(-2.5389113, 112.949389)"
"(3.977604, 115.0689841)"
""
""
""
""
"(72.1442398, 102.7418081)"
""
"(-9.59842095, 160.1485117018448)"
""
"(-6.30446025, 106.82253835)"
""
"(38.1040864, -122.2566367)"
"(-0.9160201, 113.5526778)"
""
""
""
